order_id,customer_id,product,quantity,price,sales
31647,1477,Mobile,6,21349,128094
31648,684,Mobile,6,41906,251436
31649,499,Laptop,2,18333,36666
31650,2371,Mobile,6,21973,131838
31651,2879,Tablet,4,44313,177252
31652,1724,Laptop,6,46316,277896
31653,64,Watch,5,1285,6425
31654,4490,Mobile,1,10017,10017
31655,4128,Mobile,5,37266,186330
31656,2529,Tablet,5,40809,204045
31657,1085,Laptop,6,14012,84072
31658,1691,Tablet,10,34960,349600
31659,2229,Tablet,4,39454,157816
31660,21,Laptop,4,24806,99224
31661,4292,Tablet,8,6682,53456
31662,4825,Tablet,6,16830,100980
31663,787,Mobile,1,46137,46137
31664,2069,Mobile,9,29075,261675
31665,2088,Laptop,1,23607,23607
31666,3234,Mobile,6,34962,209772
31667,1583,Tablet,8,40045,320360
31668,1568,Watch,4,6827,27308
31669,3316,Laptop,2,7694,15388
31670,3785,Laptop,2,47949,95898
31671,1163,Laptop,6,46113,276678
31672,135,Watch,2,29573,59146
31673,2197,Mobile,3,39057,117171
31674,3495,Mobile,2,28073,56146
31675,214,Tablet,1,6695,6695
31676,2833,Tablet,9,12660,113940
31677,3133,Laptop,7,43301,303107
31678,4319,Tablet,2,8537,17074
31679,3052,Watch,6,21433,128598
31680,2111,Mobile,8,46104,368832
31681,3151,Mobile,3,11990,35970
31682,2213,Laptop,7,10519,73633
31683,4208,Mobile,1,41221,41221
31684,346,Laptop,10,44812,448120
31685,1014,Watch,2,23475,46950
31686,1728,Laptop,9,46092,414828
31687,874,Watch,3,27462,82386
31688,3098,Watch,1,26345,26345
31689,4446,Watch,1,44135,44135
31690,1025,Tablet,3,28285,84855
31691,2361,Tablet,9,2916,26244
31692,1874,Watch,2,42439,84878
31693,2714,Watch,4,1915,7660
31694,4506,Watch,3,1282,3846
31695,2852,Mobile,5,34263,171315
31696,365,Laptop,7,27405,191835
31697,3971,Mobile,7,44157,309099
31698,1192,Laptop,6,39532,237192
31699,996,Tablet,8,36527,292216
31700,2576,Laptop,3,35230,105690
31701,2034,Laptop,9,35824,322416
31702,3114,Tablet,8,19340,154720
31703,2479,Watch,6,35019,210114
31704,2951,Watch,10,39190,391900
31705,1525,Tablet,7,23001,161007
31706,1467,Mobile,7,39130,273910
31707,2789,Mobile,2,48983,97966
31708,2770,Laptop,6,1123,6738
31709,4613,Tablet,7,32128,224896
31710,2030,Laptop,2,39541,79082
31711,2614,Watch,8,41711,333688
31712,3941,Laptop,9,7819,70371
31713,2648,Mobile,8,43049,344392
31714,2041,Mobile,7,48074,336518
31715,4773,Laptop,3,12321,36963
31716,38,Laptop,3,35063,105189
31717,1294,Laptop,7,47293,331051
31718,1098,Laptop,3,16361,49083
31719,4556,Tablet,8,39018,312144
31720,2271,Watch,6,49750,298500
31721,1363,Mobile,5,43807,219035
31722,2933,Laptop,1,33505,33505
31723,3368,Tablet,6,515,3090
31724,3970,Mobile,5,25487,127435
31725,3466,Watch,4,31739,126956
31726,3139,Mobile,3,6106,18318
31727,3529,Laptop,5,49364,246820
31728,2623,Tablet,7,25409,177863
31729,3911,Laptop,10,36942,369420
31730,2881,Watch,4,44113,176452
31731,414,Watch,6,45152,270912
31732,2726,Mobile,6,23976,143856
31733,1648,Mobile,2,26411,52822
31734,1093,Mobile,1,10431,10431
31735,3552,Laptop,4,48521,194084
31736,170,Watch,6,25478,152868
31737,4881,Watch,3,11032,33096
31738,1893,Watch,10,17775,177750
31739,772,Laptop,7,19810,138670
31740,4573,Tablet,8,31067,248536
31741,406,Tablet,10,3615,36150
31742,2876,Mobile,3,8965,26895
31743,4549,Mobile,4,16833,67332
31744,3279,Tablet,1,15617,15617
31745,2253,Mobile,1,21959,21959
31746,1105,Tablet,9,38437,345933
31747,3011,Mobile,7,6984,48888
31748,1541,Mobile,8,15209,121672
31749,2168,Mobile,3,43956,131868
31750,3867,Watch,2,40448,80896
31751,3325,Mobile,6,17219,103314
31752,1706,Tablet,8,13238,105904
31753,2906,Watch,6,15503,93018
31754,4541,Mobile,10,29305,293050
31755,3631,Watch,8,8997,71976
31756,2089,Mobile,6,2556,15336
31757,4827,Laptop,9,43823,394407
31758,2153,Watch,4,5365,21460
31759,4286,Laptop,10,503,5030
31760,1746,Tablet,2,32581,65162
31761,2854,Tablet,7,45640,319480
31762,184,Watch,1,26833,26833
31763,3991,Watch,10,20309,203090
31764,2745,Watch,6,24952,149712
31765,2940,Tablet,1,29142,29142
31766,2859,Mobile,5,10925,54625
31767,1043,Mobile,1,25888,25888
31768,3102,Laptop,7,36509,255563
31769,589,Laptop,9,43597,392373
31770,390,Watch,5,21085,105425
31771,1440,Laptop,7,24427,170989
31772,4893,Mobile,4,35761,143044
31773,4145,Watch,9,3291,29619
31774,3028,Mobile,4,49958,199832
31775,3662,Tablet,7,35891,251237
31776,102,Mobile,5,20157,100785
31777,3225,Tablet,8,7127,57016
31778,2648,Laptop,6,14273,85638
31779,2864,Laptop,7,27309,191163
31780,3695,Mobile,6,26514,159084
31781,3885,Watch,6,14894,89364
31782,1092,Watch,5,24672,123360
31783,1229,Tablet,3,8683,26049
31784,2317,Laptop,8,7310,58480
31785,4692,Tablet,8,32733,261864
31786,3686,Watch,8,48648,389184
31787,3860,Watch,9,16344,147096
31788,3888,Tablet,8,49831,398648
31789,3221,Tablet,6,22145,132870
31790,721,Tablet,5,38973,194865
31791,4325,Mobile,7,32184,225288
31792,4153,Watch,7,3567,24969
31793,587,Laptop,3,34737,104211
31794,3577,Watch,3,7505,22515
31795,2614,Mobile,10,47518,475180
31796,2462,Mobile,4,40731,162924
31797,736,Tablet,1,36155,36155
31798,3927,Tablet,3,32275,96825
31799,2807,Tablet,5,4218,21090
31800,2184,Watch,8,23265,186120
31801,3521,Watch,5,8672,43360
31802,2804,Tablet,5,36974,184870
31803,3139,Tablet,6,18894,113364
31804,3711,Mobile,3,22468,67404
31805,4908,Tablet,8,33223,265784
31806,853,Tablet,5,5253,26265
31807,2599,Tablet,9,16370,147330
31808,2220,Laptop,1,20839,20839
31809,4194,Tablet,5,768,3840
31810,3664,Tablet,10,46598,465980
31811,1120,Mobile,3,49391,148173
31812,13,Mobile,1,28386,28386
31813,1131,Watch,5,18425,92125
31814,4934,Mobile,6,6980,41880
31815,2767,Laptop,9,24478,220302
31816,290,Laptop,9,9649,86841
31817,729,Laptop,2,34308,68616
31818,2585,Tablet,2,43501,87002
31819,426,Tablet,5,33572,167860
31820,16,Watch,1,20071,20071
31821,2873,Tablet,4,45307,181228
31822,1823,Tablet,6,43948,263688
31823,2149,Mobile,7,14793,103551
31824,3222,Laptop,2,43576,87152
31825,2466,Tablet,7,23941,167587
31826,1939,Watch,6,14117,84702
31827,1987,Watch,6,46552,279312
31828,192,Watch,5,38070,190350
31829,4674,Tablet,9,37212,334908
31830,4226,Tablet,5,28211,141055
31831,2967,Tablet,2,45708,91416
31832,821,Mobile,5,18185,90925
31833,307,Tablet,1,33155,33155
31834,4758,Laptop,7,34716,243012
31835,2982,Mobile,3,5718,17154
31836,1510,Laptop,1,24150,24150
31837,4847,Tablet,8,39808,318464
31838,3131,Watch,8,18583,148664
31839,3023,Watch,1,25053,25053
31840,2307,Tablet,6,6494,38964
31841,1596,Laptop,3,30917,92751
31842,3713,Tablet,9,37547,337923
31843,1423,Watch,4,20588,82352
31844,3652,Tablet,3,43935,131805
31845,558,Mobile,4,36775,147100
31846,1428,Watch,7,25583,179081
31847,2341,Mobile,9,47432,426888
31848,1974,Mobile,4,24962,99848
31849,4906,Laptop,6,2722,16332
31850,2333,Laptop,10,13587,135870
31851,1911,Tablet,5,36277,181385
31852,4896,Watch,4,1459,5836
31853,3154,Laptop,3,18682,56046
31854,568,Laptop,1,40000,40000
31855,1580,Watch,5,34504,172520
31856,1709,Watch,7,14987,104909
31857,1338,Mobile,10,11171,111710
31858,1801,Watch,4,10650,42600
31859,2948,Mobile,7,26040,182280
31860,1269,Mobile,10,5287,52870
31861,3358,Mobile,5,8963,44815
31862,409,Watch,2,46023,92046
31863,2358,Mobile,2,11218,22436
31864,1699,Laptop,9,25310,227790
31865,345,Laptop,4,804,3216
31866,3863,Mobile,5,7370,36850
31867,83,Watch,1,23028,23028
31868,2551,Tablet,3,36498,109494
31869,2475,Tablet,9,43407,390663
31870,627,Mobile,7,8445,59115
31871,2994,Watch,3,39158,117474
31872,3543,Laptop,1,12429,12429
31873,3613,Mobile,4,25662,102648
31874,667,Mobile,4,41191,164764
31875,1115,Mobile,1,27216,27216
31876,2365,Tablet,7,11877,83139
31877,4448,Tablet,2,17528,35056
31878,2136,Laptop,7,22474,157318
31879,3281,Mobile,9,18154,163386
31880,1839,Watch,1,22647,22647
31881,2323,Watch,8,47156,377248
31882,4598,Watch,7,16222,113554
31883,4085,Tablet,10,17398,173980
31884,3806,Mobile,8,3977,31816
31885,3303,Tablet,6,40848,245088
31886,3204,Watch,8,39156,313248
31887,2349,Tablet,5,22595,112975
31888,1269,Laptop,4,20341,81364
31889,1144,Watch,2,7526,15052
31890,1282,Mobile,9,18565,167085
31891,3693,Tablet,10,34900,349000
31892,4627,Mobile,3,31944,95832
31893,3830,Laptop,2,29097,58194
31894,2991,Mobile,4,48732,194928
31895,399,Watch,1,5218,5218
31896,1666,Mobile,1,21314,21314
31897,846,Mobile,2,19726,39452
31898,3968,Tablet,3,1875,5625
31899,4802,Watch,7,15335,107345
31900,4350,Watch,2,32271,64542
31901,4324,Mobile,10,21188,211880
31902,4549,Laptop,4,6670,26680
31903,3769,Watch,9,42445,382005
31904,509,Watch,8,16820,134560
31905,4552,Laptop,1,38659,38659
31906,3922,Watch,7,42446,297122
31907,878,Mobile,2,18967,37934
31908,1765,Tablet,1,29363,29363
31909,3771,Watch,8,8029,64232
31910,3600,Tablet,7,45633,319431
31911,4367,Tablet,2,6111,12222
31912,3455,Laptop,6,12804,76824
31913,3328,Mobile,10,19963,199630
31914,3299,Watch,3,29473,88419
31915,269,Laptop,7,25428,177996
31916,804,Mobile,4,17087,68348
31917,432,Mobile,4,17848,71392
31918,2435,Watch,3,19467,58401
31919,4390,Tablet,8,20246,161968
31920,3519,Laptop,4,33293,133172
31921,3562,Tablet,7,47014,329098
31922,839,Laptop,1,5058,5058
31923,3556,Laptop,4,9308,37232
31924,3310,Laptop,5,13539,67695
31925,91,Laptop,8,39071,312568
31926,3768,Watch,6,42212,253272
31927,4413,Tablet,3,22323,66969
31928,1082,Mobile,4,40310,161240
31929,1935,Tablet,4,20902,83608
31930,2823,Tablet,9,28306,254754
31931,4214,Tablet,9,10453,94077
31932,1859,Tablet,2,36731,73462
31933,217,Laptop,5,34128,170640
31934,255,Mobile,5,29590,147950
31935,38,Watch,10,13890,138900
31936,4,Tablet,6,27244,163464
31937,4033,Laptop,1,49259,49259
31938,852,Mobile,2,40249,80498
31939,2743,Tablet,7,40360,282520
31940,3818,Watch,10,37298,372980
31941,2541,Mobile,6,39852,239112
31942,1883,Watch,8,26499,211992
31943,1547,Tablet,6,5185,31110
31944,2611,Mobile,2,22696,45392
31945,2827,Watch,7,41867,293069
31946,4748,Tablet,3,14311,42933
31947,3499,Laptop,2,31076,62152
31948,170,Tablet,1,37466,37466
31949,1600,Laptop,1,19775,19775
31950,4255,Watch,1,12659,12659
31951,1372,Laptop,6,34224,205344
31952,1530,Tablet,5,36112,180560
31953,1909,Laptop,5,32813,164065
31954,2446,Watch,9,9345,84105
31955,4398,Watch,7,17392,121744
31956,2661,Mobile,5,15017,75085
31957,4860,Watch,7,40440,283080
31958,3804,Mobile,9,25188,226692
31959,4323,Tablet,2,48926,97852
31960,4343,Laptop,3,2926,8778
31961,1146,Laptop,5,27140,135700
31962,3591,Tablet,5,31557,157785
31963,2567,Watch,5,34740,173700
31964,414,Watch,8,46386,371088
31965,1507,Mobile,6,26266,157596
31966,4188,Laptop,6,31958,191748
31967,2318,Tablet,7,10553,73871
31968,1913,Tablet,7,4738,33166
31969,808,Tablet,4,23440,93760
31970,263,Mobile,3,48031,144093
31971,2960,Watch,3,47716,143148
31972,893,Mobile,3,20321,60963
31973,3538,Mobile,8,5211,41688
31974,2814,Laptop,7,22778,159446
31975,1969,Mobile,5,44284,221420
31976,3726,Tablet,2,12715,25430
31977,2831,Laptop,1,40256,40256
31978,4716,Laptop,9,20891,188019
31979,2905,Laptop,2,41504,83008
31980,573,Laptop,1,11389,11389
31981,3882,Watch,3,44801,134403
31982,2174,Watch,9,37868,340812
31983,2354,Mobile,4,7058,28232
31984,3255,Watch,8,47382,379056
31985,3102,Tablet,8,7694,61552
31986,3177,Tablet,10,2092,20920
31987,3187,Laptop,9,12977,116793
31988,2723,Tablet,5,38768,193840
31989,2836,Laptop,5,25357,126785
31990,4546,Mobile,1,11705,11705
31991,372,Tablet,9,26788,241092
31992,145,Laptop,9,36637,329733
31993,79,Laptop,10,11530,115300
31994,3602,Mobile,1,40848,40848
31995,4152,Watch,5,12056,60280
31996,2722,Tablet,4,37453,149812
31997,2147,Laptop,10,35172,351720
31998,4135,Watch,9,10520,94680
31999,145,Mobile,1,2464,2464
32000,4420,Tablet,8,26314,210512
32001,404,Mobile,5,32954,164770
32002,2423,Tablet,8,40513,324104
32003,2876,Laptop,6,42655,255930
32004,4203,Laptop,8,21802,174416
32005,4178,Watch,3,29580,88740
32006,3857,Tablet,3,31520,94560
32007,4717,Tablet,6,16455,98730
32008,4235,Laptop,1,31722,31722
32009,1963,Laptop,8,11960,95680
32010,4050,Mobile,2,44389,88778
32011,4051,Mobile,1,27111,27111
32012,1264,Laptop,8,12440,99520
32013,2477,Laptop,10,46615,466150
32014,3745,Watch,1,18861,18861
32015,4274,Watch,1,3418,3418
32016,2127,Mobile,6,27360,164160
32017,4818,Watch,7,33754,236278
32018,3186,Tablet,9,36635,329715
32019,2227,Watch,4,18499,73996
32020,3523,Mobile,4,27072,108288
32021,4200,Watch,2,33549,67098
32022,3231,Mobile,6,34566,207396
32023,1049,Watch,2,5337,10674
32024,4145,Tablet,3,17819,53457
32025,275,Mobile,9,35147,316323
32026,417,Watch,7,35642,249494
32027,3217,Tablet,9,32941,296469
32028,921,Laptop,8,38320,306560
32029,4171,Tablet,7,20211,141477
32030,3755,Mobile,10,8004,80040
32031,1084,Watch,2,45005,90010
32032,2119,Mobile,6,16173,97038
32033,1963,Laptop,8,22081,176648
32034,4182,Tablet,3,41261,123783
32035,1541,Watch,10,32944,329440
32036,4403,Mobile,9,33166,298494
32037,2045,Laptop,8,8830,70640
32038,4221,Mobile,3,14898,44694
32039,4763,Mobile,2,41422,82844
32040,2724,Laptop,6,31028,186168
32041,2111,Laptop,6,49063,294378
32042,2605,Tablet,10,33764,337640
32043,1427,Watch,6,21128,126768
32044,1127,Laptop,6,49783,298698
32045,470,Mobile,5,24700,123500
32046,2163,Mobile,9,14307,128763
32047,3678,Mobile,4,10503,42012
32048,3912,Mobile,9,23911,215199
32049,1740,Laptop,5,31948,159740
32050,3649,Mobile,3,44961,134883
32051,2741,Watch,6,23742,142452
32052,2533,Watch,3,12390,37170
32053,1412,Mobile,4,49009,196036
32054,11,Mobile,8,15259,122072
32055,4713,Watch,9,49455,445095
32056,4731,Laptop,3,3700,11100
32057,4573,Tablet,1,7250,7250
32058,1492,Tablet,7,32667,228669
32059,929,Watch,8,18737,149896
32060,930,Mobile,2,8196,16392
32061,506,Laptop,8,49128,393024
32062,3760,Laptop,8,36593,292744
32063,3191,Tablet,1,25093,25093
32064,780,Mobile,5,28058,140290
32065,1390,Laptop,9,11057,99513
32066,86,Watch,3,46165,138495
32067,2462,Mobile,9,23823,214407
32068,4383,Laptop,10,25793,257930
32069,4243,Mobile,2,18323,36646
32070,212,Mobile,6,45348,272088
32071,1646,Laptop,6,29846,179076
32072,507,Watch,7,17526,122682
32073,2346,Watch,9,13328,119952
32074,3925,Laptop,3,35993,107979
32075,4746,Tablet,8,31395,251160
32076,4992,Watch,1,48834,48834
32077,3316,Watch,5,39558,197790
32078,1293,Laptop,7,19564,136948
32079,4972,Laptop,4,7026,28104
32080,1220,Tablet,4,22078,88312
32081,4508,Laptop,6,20772,124632
32082,464,Mobile,10,33704,337040
32083,2204,Mobile,4,22082,88328
32084,2170,Mobile,3,25626,76878
32085,3166,Laptop,1,24681,24681
32086,2853,Laptop,6,44266,265596
32087,756,Tablet,7,10984,76888
32088,4713,Mobile,5,41853,209265
32089,870,Tablet,3,45050,135150
32090,3296,Laptop,5,30721,153605
32091,1736,Mobile,1,5718,5718
32092,2042,Watch,10,33580,335800
32093,839,Watch,6,34567,207402
32094,2516,Mobile,10,5360,53600
32095,1813,Mobile,10,30478,304780
32096,3370,Mobile,3,37111,111333
32097,313,Tablet,9,16695,150255
32098,3564,Mobile,3,20117,60351
32099,4307,Mobile,6,13922,83532
32100,962,Mobile,1,45148,45148
32101,2037,Mobile,2,38949,77898
32102,4400,Watch,9,8292,74628
32103,4493,Tablet,10,15381,153810
32104,2387,Tablet,9,43030,387270
32105,3158,Watch,2,13057,26114
32106,536,Watch,5,9178,45890
32107,3851,Mobile,2,1295,2590
32108,1350,Tablet,10,14205,142050
32109,1909,Laptop,10,46705,467050
32110,2132,Watch,2,4718,9436
32111,346,Laptop,8,38765,310120
32112,3279,Laptop,9,6327,56943
32113,3409,Tablet,3,35851,107553
32114,4209,Mobile,1,12340,12340
32115,995,Tablet,4,19919,79676
32116,2068,Laptop,2,28150,56300
32117,121,Laptop,9,36468,328212
32118,125,Laptop,2,41782,83564
32119,545,Laptop,4,19753,79012
32120,3171,Laptop,1,42987,42987
32121,91,Tablet,9,23205,208845
32122,1500,Tablet,5,7557,37785
32123,2090,Watch,9,29271,263439
32124,2345,Tablet,1,40520,40520
32125,4860,Mobile,2,14494,28988
32126,4774,Mobile,4,15205,60820
32127,2754,Laptop,9,3364,30276
32128,1961,Watch,3,24402,73206
32129,57,Laptop,3,1358,4074
32130,75,Tablet,10,45958,459580
32131,4073,Laptop,8,9371,74968
32132,3449,Tablet,1,25287,25287
32133,2862,Watch,2,33215,66430
32134,3205,Mobile,9,40634,365706
32135,252,Mobile,10,40663,406630
32136,3164,Laptop,10,35744,357440
32137,1687,Mobile,1,48703,48703
32138,2798,Tablet,8,39695,317560
32139,4293,Laptop,5,29912,149560
32140,1030,Tablet,5,48145,240725
32141,3245,Watch,2,22726,45452
32142,1425,Laptop,3,29022,87066
32143,1004,Laptop,8,34552,276416
32144,2960,Laptop,5,32112,160560
32145,3634,Mobile,5,38066,190330
32146,1508,Tablet,9,41827,376443
32147,1246,Watch,2,29094,58188
32148,1150,Tablet,8,14956,119648
32149,4659,Mobile,3,45918,137754
32150,3906,Tablet,8,28114,224912
32151,1246,Watch,7,3330,23310
32152,118,Watch,3,22442,67326
32153,1494,Tablet,10,49803,498030
32154,4623,Mobile,2,14048,28096
32155,2020,Laptop,7,5450,38150
32156,4338,Tablet,8,14505,116040
32157,3061,Watch,9,8147,73323
32158,4352,Mobile,5,16584,82920
32159,96,Laptop,9,35534,319806
32160,1145,Laptop,10,22210,222100
32161,1595,Mobile,3,35970,107910
32162,973,Mobile,1,49892,49892
32163,4606,Laptop,9,44972,404748
32164,2468,Mobile,8,25764,206112
32165,138,Tablet,3,46907,140721
32166,3968,Laptop,3,16464,49392
32167,4628,Laptop,4,31566,126264
32168,643,Mobile,2,26976,53952
32169,2579,Mobile,8,49320,394560
32170,4644,Laptop,5,30100,150500
32171,2382,Mobile,9,41067,369603
32172,3644,Mobile,5,3825,19125
32173,3597,Tablet,5,24435,122175
32174,378,Laptop,6,39163,234978
32175,3282,Tablet,6,48968,293808
32176,3461,Laptop,9,29621,266589
32177,2553,Watch,7,30069,210483
32178,223,Tablet,10,40803,408030
32179,2571,Tablet,1,36895,36895
32180,2119,Laptop,5,29825,149125
32181,1204,Watch,1,34267,34267
32182,3059,Tablet,4,9260,37040
32183,1424,Laptop,7,3016,21112
32184,3499,Laptop,10,42122,421220
32185,1162,Mobile,4,16665,66660
32186,3260,Laptop,1,8388,8388
32187,1292,Tablet,7,46777,327439
32188,4969,Tablet,8,28307,226456
32189,4172,Watch,5,44847,224235
32190,598,Laptop,7,45508,318556
32191,1037,Laptop,9,45411,408699
32192,1553,Watch,8,13848,110784
32193,2098,Mobile,8,20853,166824
32194,512,Mobile,8,10211,81688
32195,1985,Laptop,10,22604,226040
32196,2029,Tablet,3,34233,102699
32197,3086,Watch,4,15265,61060
32198,4855,Watch,10,2267,22670
32199,4597,Tablet,6,5955,35730
32200,104,Laptop,2,6282,12564
32201,2132,Watch,10,28541,285410
32202,2174,Tablet,9,10033,90297
32203,2141,Laptop,3,15080,45240
32204,4563,Mobile,1,10670,10670
32205,3189,Tablet,8,31965,255720
32206,428,Mobile,2,22495,44990
32207,760,Tablet,3,1953,5859
32208,1971,Watch,6,17707,106242
32209,283,Mobile,3,35667,107001
32210,3871,Mobile,3,5339,16017
32211,1823,Tablet,4,8495,33980
32212,1642,Mobile,8,35383,283064
32213,4733,Watch,7,39167,274169
32214,4287,Tablet,1,10669,10669
32215,4880,Laptop,1,24492,24492
32216,2975,Mobile,3,13318,39954
32217,1912,Mobile,2,48102,96204
32218,3314,Laptop,4,37387,149548
32219,626,Mobile,8,8073,64584
32220,2843,Laptop,5,8955,44775
32221,3521,Tablet,9,16114,145026
32222,4052,Laptop,5,25434,127170
32223,1334,Mobile,2,27009,54018
32224,2252,Mobile,1,19205,19205
32225,3796,Mobile,1,18725,18725
32226,4801,Tablet,9,36053,324477
32227,1972,Laptop,6,49777,298662
32228,3006,Tablet,7,49410,345870
32229,523,Mobile,7,13073,91511
32230,4677,Laptop,6,15640,93840
32231,3196,Mobile,2,42183,84366
32232,898,Mobile,8,29752,238016
32233,3267,Tablet,6,8357,50142
32234,1467,Watch,3,22453,67359
32235,2015,Mobile,4,14023,56092
32236,4184,Tablet,7,40916,286412
32237,4224,Watch,6,15465,92790
32238,2966,Laptop,1,22219,22219
32239,3831,Tablet,1,11593,11593
32240,1769,Tablet,5,9530,47650
32241,2092,Mobile,10,17102,171020
32242,2843,Laptop,7,27529,192703
32243,4418,Watch,9,48093,432837
32244,599,Mobile,7,37366,261562
32245,4098,Watch,4,48238,192952
32246,421,Mobile,9,36299,326691
32247,2583,Watch,6,29911,179466
32248,631,Laptop,4,25622,102488
32249,4864,Tablet,2,34856,69712
32250,1399,Watch,3,33713,101139
32251,127,Laptop,9,10252,92268
32252,653,Watch,10,7461,74610
32253,1112,Mobile,1,46128,46128
32254,2157,Mobile,7,20829,145803
32255,1233,Laptop,8,5490,43920
32256,2333,Tablet,1,20959,20959
32257,2264,Mobile,10,7296,72960
32258,3015,Mobile,1,4438,4438
32259,4556,Laptop,3,1613,4839
32260,140,Tablet,3,27236,81708
32261,3601,Watch,3,36711,110133
32262,1520,Tablet,8,6840,54720
32263,206,Mobile,1,11135,11135
32264,1759,Tablet,3,47064,141192
32265,2195,Mobile,8,27276,218208
32266,4389,Laptop,1,2587,2587
32267,4181,Watch,3,38172,114516
32268,3762,Laptop,9,4161,37449
32269,1525,Watch,6,38596,231576
32270,1508,Laptop,1,42811,42811
32271,693,Mobile,10,3721,37210
32272,218,Tablet,9,38844,349596
32273,195,Laptop,5,8202,41010
32274,1184,Laptop,7,1589,11123
32275,1748,Laptop,1,31709,31709
32276,3395,Mobile,5,3339,16695
32277,1589,Laptop,9,40464,364176
32278,1616,Watch,5,22683,113415
32279,3378,Watch,5,27001,135005
32280,2354,Mobile,3,42842,128526
32281,4461,Watch,3,34666,103998
32282,4413,Laptop,4,17372,69488
32283,1501,Watch,6,38717,232302
32284,929,Watch,8,21353,170824
32285,2599,Mobile,1,23819,23819
32286,4725,Mobile,4,46801,187204
32287,1338,Mobile,3,18179,54537
32288,3546,Laptop,2,9753,19506
32289,1253,Tablet,8,7415,59320
32290,1607,Watch,2,17255,34510
32291,1251,Laptop,1,1936,1936
32292,3722,Watch,8,9378,75024
32293,2048,Laptop,5,9497,47485
32294,3868,Laptop,4,40718,162872
32295,4830,Watch,3,3928,11784
32296,2230,Mobile,6,14537,87222
32297,3025,Mobile,5,18946,94730
32298,2102,Laptop,5,27867,139335
32299,4241,Laptop,4,45241,180964
32300,2285,Laptop,3,855,2565
32301,1322,Laptop,8,36426,291408
32302,1076,Tablet,6,41457,248742
32303,2122,Tablet,2,28462,56924
32304,2679,Tablet,4,45731,182924
32305,877,Tablet,3,20519,61557
32306,1887,Watch,7,12352,86464
32307,717,Watch,10,28524,285240
32308,3704,Tablet,3,29839,89517
32309,741,Tablet,9,12868,115812
32310,3905,Laptop,1,19384,19384
32311,778,Watch,8,11422,91376
32312,1321,Watch,9,1716,15444
32313,4253,Watch,10,29208,292080
32314,1305,Laptop,5,18787,93935
32315,2853,Mobile,2,3665,7330
32316,3610,Watch,10,23238,232380
32317,4968,Tablet,5,35054,175270
32318,1307,Tablet,6,19435,116610
32319,226,Watch,6,17075,102450
32320,4032,Tablet,7,35876,251132
32321,3771,Watch,1,38801,38801
32322,4356,Mobile,4,2190,8760
32323,4762,Laptop,10,20719,207190
32324,3987,Laptop,9,31681,285129
32325,2633,Watch,5,12089,60445
32326,4094,Laptop,8,41661,333288
32327,4885,Watch,4,42785,171140
32328,2803,Watch,10,29313,293130
32329,3009,Laptop,6,5562,33372
32330,4655,Tablet,2,6815,13630
32331,1914,Mobile,4,17319,69276
32332,143,Mobile,3,41615,124845
32333,836,Mobile,6,30008,180048
32334,2468,Mobile,5,48090,240450
32335,1543,Mobile,3,49460,148380
32336,504,Tablet,8,38492,307936
32337,3481,Mobile,5,13502,67510
32338,3970,Tablet,4,7932,31728
32339,980,Mobile,8,40764,326112
32340,166,Mobile,6,23911,143466
32341,3388,Watch,5,7011,35055
32342,1916,Tablet,3,38556,115668
32343,2496,Laptop,2,9554,19108
32344,4612,Mobile,2,39443,78886
32345,1320,Watch,7,44039,308273
32346,4411,Laptop,8,35401,283208
32347,4792,Laptop,4,49001,196004
32348,4167,Laptop,3,22955,68865
32349,1010,Laptop,9,27789,250101
32350,1027,Tablet,7,46200,323400
32351,4859,Mobile,6,47209,283254
32352,1444,Watch,5,9709,48545
32353,4406,Watch,4,3686,14744
32354,190,Tablet,3,26233,78699
32355,2451,Mobile,4,30083,120332
32356,2949,Tablet,9,20914,188226
32357,2085,Mobile,1,3819,3819
32358,469,Laptop,6,43599,261594
32359,3246,Tablet,9,7552,67968
32360,2672,Watch,9,24003,216027
32361,4485,Laptop,9,30243,272187
32362,3078,Laptop,8,20108,160864
32363,288,Mobile,7,28741,201187
32364,3091,Laptop,10,18681,186810
32365,2655,Tablet,7,25528,178696
32366,3673,Tablet,1,48625,48625
32367,760,Tablet,1,20637,20637
32368,3904,Tablet,3,38253,114759
32369,4611,Laptop,9,19507,175563
32370,1612,Mobile,2,39448,78896
32371,1425,Laptop,9,14667,132003
32372,4741,Mobile,10,35215,352150
32373,2031,Watch,4,39571,158284
32374,591,Watch,7,24517,171619
32375,2869,Watch,8,17276,138208
32376,2478,Watch,6,11846,71076
32377,3866,Tablet,7,26031,182217
32378,2015,Mobile,6,48471,290826
32379,1588,Mobile,1,23281,23281
32380,581,Mobile,8,18249,145992
32381,2158,Tablet,8,35475,283800
32382,3986,Mobile,6,34266,205596
32383,1308,Laptop,6,30336,182016
32384,701,Tablet,3,44372,133116
32385,3809,Mobile,4,9352,37408
32386,1919,Laptop,7,41590,291130
32387,3958,Laptop,1,24335,24335
32388,884,Laptop,10,6393,63930
32389,2314,Mobile,3,26170,78510
32390,4609,Laptop,2,1877,3754
32391,843,Laptop,4,11221,44884
32392,4709,Watch,3,11405,34215
32393,3473,Tablet,1,46263,46263
32394,4206,Mobile,9,37803,340227
32395,2153,Mobile,10,23242,232420
32396,1875,Tablet,2,39903,79806
32397,4910,Laptop,3,31795,95385
32398,4487,Laptop,1,12484,12484
